,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Year,Month,Year_Month,Geographic Location,Location,Latitude,Longitude,Drought / No Drought,MYD13A3_061__1_km_monthly_EVI,MYD13A3_061__1_km_monthly_NDVI,MYD13A3_061__1_km_monthly_VI_Quality_VI_Usefulness_Description,Deep_Drainage,PET_Actual,E_Actual,Soil_M_root_zone,Qtot,Rainfall,ENSO,IOD,IPO_TPI,SAMI,P_acc_3M,precip_calculated_index,precip_scale_2_calculated_index,precip_scale_3_calculated_index,precip_scale_6_calculated_index,precip_scale_9_calculated_index,precip_scale_12_calculated_index,precip_scale_24_calculated_index
479,479,479,479,479,479,479,2021,April,2021-04,Mudgee,Mudgee,-32.5904,149.5887,0,0.3644,0.5848,['Highest quality'],2.340820313,100.453125,64.703125,0.473632813,1.6328125,3.296875,-0.42,0.325,,0.87,266.1015625,-1.328416925,0.650591256,0.781436686,0.663121741,0.9070219338971928,0.803459872894365,0.06072761056413506
480,480,480,480,480,480,480,2018,October,2018-10,Gulgong,Gulgong,-32.3625,149.5321,0,0.311,0.5044,['Highest quality'],1.114257813,155.40625,57.6484375,0.096679688,0.2421875,58.703125,0.24,0.844,,2.76,133.0078125,0.482555752,0.242130419,0.243509586,-0.496712456,-0.8497403850434679,-0.828982253416203,-1.6627290573418336
481,481,481,481,481,481,481,2018,November,2018-11,Gulgong,Gulgong,-32.3625,149.5321,0,0.2954,0.4346,['Highest quality'],1.068359375,179.2265625,49.3828125,0.073242188,0.203125,55.703125,0.62,0.623,,2.84,151.0078125,-0.184423443,0.057321336,-0.018331435,-0.399150566,-0.7415334940644578,-0.8543365177523322,-1.4071144660493622
482,482,482,482,482,482,482,2018,December,2018-12,Gulgong,Gulgong,-32.3625,149.5321,0,0.2706,0.4276,['Highest quality'],1.094726563,226.34375,75.09375,0.141601563,0.4453125,72.1015625,-0.23,0.379,,1.44,186.5078125,0.122887614,-0.1541605,-0.00048892,-0.284367408,-0.5358289822624951,-0.8858242178815837,-1.3411351982406203
483,483,483,483,483,483,483,2019,January,2019-01,Gulgong,Gulgong,-32.3625,149.5321,0,0.2319,0.3937,['Highest quality'],1.086914063,239.7734375,70.7109375,0.107421875,0.2265625,86.796875,0.36,0.452,,2.79,214.6015625,0.918705947,0.482738314,0.178914373,0.174622795,-0.2450406751421264,-0.5447990688948205,-1.1100792042222505
484,484,484,484,484,484,484,2019,February,2019-02,Gulgong,Gulgong,-32.3625,149.5321,0,0.2383,0.3763,['Highest quality'],0.974609375,187.5859375,47.5625,0.088867188,0.0390625,8.796875,1.58,0.496,,-1.87,167.6953125,-1.767484825,-0.655323091,-0.52409142,-0.490272851,-0.7077558211249145,-0.954595282648624,-1.186884026807113
485,485,485,485,485,485,485,2019,March,2019-03,Gulgong,Gulgong,-32.3625,149.5321,0,0.2408,0.3679,['Highest quality'],1.069335938,152.171875,23.0859375,0.083984375,0.3203125,98.8984375,0.92,0.325,,1.47,194.4921875,0.592593309,-0.481451606,-0.079289507,-0.173172749,-0.4017824236151437,-0.641909284771843,-1.3269783998061508
486,486,486,486,486,486,486,2020,November,2020-11,Gulgong,Gulgong,-32.3625,149.5321,0,0.3169,0.524,['Highest quality'],1.286132813,195.71875,96.1015625,0.387695313,3.34375,31.796875,-1.19,0.143,,1.14,191.6953125,-0.8292698,0.311641153,0.396135477,0.360043127,0.9661594839223308,0.8717655719166715,-0.3329353449824773
487,487,487,487,487,487,487,2020,December,2020-12,Gulgong,Gulgong,-32.3625,149.5321,0,0.2889,0.5072,['Lower quality'],1.298828125,195.609375,74.7734375,0.357421875,2.8828125,132.703125,-1.86,0.1,,2.28,267.296875,1.033575952,0.288246549,0.702684047,0.835453006,0.8933628254957469,1.2521140346261057,-0.17583142463903187
488,488,488,488,488,488,488,2021,January,2021-01,Gulgong,Gulgong,-32.3625,149.5321,0,0.3488,0.5479,['Lower quality'],1.294921875,200.140625,102.609375,0.403320313,7.3671875,41.3984375,-1.87,0.116,,1.95,205.8984375,-0.348650758,0.665770155,0.091614741,0.533566606,0.4349552269938432,1.249598225781757,-0.3436093224229636
489,489,489,489,489,489,489,2021,February,2021-02,Gulgong,Gulgong,-32.3625,149.5321,0,0.34,0.5559,['Highest quality'],1.161132813,163.625,90.859375,0.419921875,0.8125,108.703125,-1.84,0.323,,2.19,282.8046875,0.761887971,0.43536531,0.93027211,0.810401708,0.6806883058109097,1.179779904246677,0.01126850184827302
490,490,490,490,490,490,490,2021,March,2021-03,Gulgong,Gulgong,-32.3625,149.5321,0,0.3606,0.5772,['Lower quality'],1.28125,133.7109375,69.9375,0.415039063,17.1171875,144.3984375,-0.55,0.367,,-0.95,294.5,1.178235528,1.266987944,1.061171756,1.270695171,1.2766060872657312,1.278047805202959,0.17989403217828953
491,491,491,491,491,491,491,2021,April,2021-04,Gulgong,Gulgong,-32.3625,149.5321,0,0.3571,0.5382,['Highest quality'],1.256835938,100.328125,71.828125,0.408203125,0.7109375,2.703125,-0.42,0.325,,0.87,255.8046875,-1.302064915,0.627261711,0.797376526,0.827893687,1.091513426486722,0.9079279691213152,0.32060144474575053
492,492,492,492,492,492,492,2019,February,2019-02,Narrabri,Narrabri,-30.3167,149.7667,1,0.2516,0.3549,['Highest quality'],0.40234375,212.1953125,10.015625,0.01171875,0.0,4.703125,1.58,0.496,,-1.87,66.5,-2.280772543,-2.310859472,-1.864425424,-1.127981127,-1.4263150985242925,-1.8210970022773525,-1.6614017384258302
493,493,493,493,493,493,493,2019,March,2019-03,Narrabri,Narrabri,-30.3167,149.7667,1,0.2642,0.3658,['Highest quality'],0.443359375,181.4609375,16.4453125,0.0546875,0.3203125,73.703125,0.92,0.325,,1.47,91.90625,0.545122649,-0.810821322,-1.395843464,-1.004632082,-1.2042836946411766,-1.6205017724251407,-1.8659426371180101
494,494,494,494,494,494,494,2019,April,2019-04,Narrabri,Narrabri,-30.3167,149.7667,1,0.2538,0.387,['Highest quality'],0.427734375,130.015625,44.953125,0.14453125,0.21875,0.703125,0.72,0.333,,0.86,79.109375,-1.569681209,-0.064990998,-1.202376353,-1.917551514,-1.242255055117188,-1.8193299266099896,-2.121344362505358
495,495,495,495,495,495,495,2019,May,2019-05,Narrabri,Narrabri,-30.3167,149.7667,1,0.2611,0.4332,['Highest quality'],0.439453125,82.921875,32.2421875,0.12109375,0.21875,35.296875,1.15,0.619,,-0.11,109.703125,0.656106003,-0.43529082,0.067925433,-1.712975759,-1.2490286030084632,-1.5280031244379615,-2.164228333085542
496,496,496,496,496,496,496,2019,June,2019-06,Narrabri,Narrabri,-30.3167,149.7667,1,0.2675,0.4278,['Highest quality'],0.423828125,64.515625,7.7890625,0.055664063,0.0,0.8984375,0.83,0.719,,2.21,36.8984375,-2.339469858,-0.804842383,-1.44595,-2.224928735,-1.5538831824690194,-1.6189680178042003,-2.220549329717585
497,497,497,497,497,497,497,2019,July,2019-07,Narrabri,Narrabri,-30.3167,149.7667,1,0.2197,0.3522,['Highest quality'],0.435546875,74.9765625,12.421875,0.0703125,0.015625,15.3984375,0.8,0.693,,-2.2,51.59375,-0.535725626,-1.733976604,-1.112459607,-1.809657064,-1.909165192410576,-1.4000757763162237,-2.081304002664513
498,498,498,498,498,498,498,2019,August,2019-08,Narrabri,Narrabri,-30.3167,149.7667,1,0.2073,0.3324,['Highest quality'],0.43359375,100.28125,12.328125,0.02734375,0.0,0.3984375,0.22,0.548,,-2.04,16.6953125,-2.812454208,-1.664702064,-2.328056403,-1.409562949,-2.229799798230489,-1.7626190222761553,-2.261575385748558
499,499,499,499,499,499,499,2019,September,2019-09,Narrabri,Narrabri,-30.3167,149.7667,1,0.1949,0.3025,['Highest quality'],0.41796875,142.3515625,2.53125,0.002929688,0.0,0.703125,0.99,0.999,,0.81,16.5,-1.547767564,-2.746931962,-2.060582264,-2.18974374,-2.561809632347413,-1.7327656374960556,-2.195229015669805
500,500,500,500,500,500,500,2019,October,2019-10,Narrabri,Narrabri,-30.3167,149.7667,1,0.1928,0.2997,['Highest quality'],0.4296875,188.90625,4.3046875,0.006835938,0.0,4.796875,0.66,1.123,,-1.97,5.8984375,-2.000675903,-2.251470576,-2.727758368,-2.195177322,-2.6767082344715245,-2.333316711550886,-2.493045066699906
501,501,501,501,501,501,501,2019,November,2019-11,Narrabri,Narrabri,-30.3167,149.7667,1,0.2112,0.3159,['Highest quality'],0.413085938,224.5078125,21.4765625,0.05859375,0.0546875,42.296875,1.07,0.958,,-4.42,47.796875,-0.433500107,-1.015476444,-1.342463576,-2.154712411,-1.80744757855098,-2.244311393131312,-2.4075575894093375
502,502,502,502,502,502,502,2019,December,2019-12,Narrabri,Narrabri,-30.3167,149.7667,1,0.2046,0.2949,['Highest quality'],0.42578125,272.0078125,25.5703125,0.064453125,0.0078125,6.203125,0.73,0.312,,-1.78,53.296875,-1.728807123,-1.372544652,-1.680884149,-2.238080153,-2.5665018423780275,-2.8775437505022845,-2.796682862643312
503,503,503,503,503,503,503,2020,January,2020-01,Narrabri,Narrabri,-30.3167,149.7667,1,0.2083,0.2902,['Lower quality'],0.423828125,259.1953125,33.4140625,0.103515625,0.859375,87.203125,0.2,0.238,,0.57,135.703125,0.598790371,-0.614823045,-0.839695071,-1.475148144,-1.6908323649650523,-2.146648455938069,-2.426450186463713
504,504,504,504,504,504,504,2020,February,2020-02,Narrabri,Narrabri,-30.3167,149.7667,1,0.3076,0.4569,['Highest quality'],0.399414063,172.0,77.40625,0.573242188,1.25,181.296875,0.3,0.134,,-0.36,274.703125,1.760279612,1.444351811,0.633222073,-0.189972504,-0.7958769908966012,-0.8061780523724494,-1.7064765343400903
505,505,505,505,505,505,505,2021,April,2021-04,Narrabri,Narrabri,-30.3167,149.7667,0,0.3749,0.5671,['Highest quality'],0.422851563,110.71875,75.7265625,0.3984375,0.0234375,11.8984375,-0.42,0.325,,0.87,279.5,-0.268799324,1.118937988,1.472854696,0.750370448,0.8297295459424314,0.5027406081112259,-0.008536230092624391
506,506,506,506,506,506,506,2019,February,2019-02,Gunnedah,Gunnedah,-30.9667,150.25,1,0.2117,0.3216,['Highest quality'],0.208984375,200.921875,4.71875,0.005859375,0.0,0.703125,1.58,0.496,,-1.87,44.3046875,-3.240425766,-2.414420261,-2.283189156,-1.053940501,-1.4529274442865026,-1.8719633874262984,-1.3826207585132408
507,507,507,507,507,507,507,2019,March,2019-03,Gunnedah,Gunnedah,-30.9667,150.25,1,0.2368,0.3718,['Lower quality'],0.23046875,172.265625,14.078125,0.047851563,0.5625,85.203125,0.92,0.325,,1.47,99.90625,0.785854578,-0.44745171,-1.122200502,-0.960048921,-0.9122623394412172,-1.4356464500856765,-1.4844924936171762
508,508,508,508,508,508,508,2019,April,2019-04,Gunnedah,Gunnedah,-30.9667,150.25,1,0.269,0.4509,['Highest quality'],0.22265625,124.3125,51.8359375,0.185546875,0.4453125,0.0,0.72,0.333,,0.86,85.90625,-1.335177736,0.310441454,-0.839343535,-1.607095085,-0.929713915613616,-1.6965327316024972,-1.7213246687556443
509,509,509,509,509,509,509,2019,May,2019-05,Gunnedah,Gunnedah,-30.9667,150.25,1,0.5128,0.6979,['Lower quality'],0.229492188,77.65625,36.9609375,0.153320313,0.3203125,40.703125,1.15,0.619,,-0.11,125.90625,0.97794794,-0.151791987,0.518225046,-1.490875523,-0.8544632885611019,-1.3129422610816497,-1.7843517404944504
510,510,510,510,510,510,510,2019,June,2019-06,Gunnedah,Gunnedah,-30.9667,150.25,1,0.4463,0.6731,['Highest quality'],0.221679688,61.015625,13.453125,0.08984375,0.0,7.703125,0.83,0.719,,2.21,48.40625,-1.403686537,-0.462151406,-1.215782961,-1.600113267,-1.3991928160417988,-1.2763399795045642,-1.9238928495237657
511,511,511,511,511,511,511,2019,July,2019-07,Gunnedah,Gunnedah,-30.9667,150.25,1,0.3705,0.5951,['Lower quality'],0.228515625,70.2109375,14.7890625,0.09375,0.0078125,15.703125,0.8,0.693,,-2.2,64.109375,-0.525491542,-1.489785303,-0.834995758,-1.220865804,-1.57495124758549,-1.0641899455075938,-1.7894538042070434
512,512,512,512,512,512,512,2019,August,2019-08,Gunnedah,Gunnedah,-30.9667,150.25,1,0.2767,0.4815,['Highest quality'],0.227539063,95.359375,15.078125,0.048828125,0.0,2.703125,0.22,0.548,,-2.04,26.109375,-1.768766654,-1.65808718,-2.135044342,-0.768611745,-2.017632573615572,-1.4647573053225875,-1.9810788462048876
513,513,513,513,513,513,513,2019,September,2019-09,Gunnedah,Gunnedah,-30.9667,150.25,1,0.2323,0.388,['Highest quality'],0.219726563,135.25,6.578125,0.008789063,0.0,2.1015625,0.99,0.999,,0.81,20.5078125,-1.844899071,-2.961039062,-2.511068431,-2.335634815,-2.3261421874622403,-1.7975616439709787,-1.8870433064523136
514,514,514,514,514,514,514,2019,October,2019-10,Gunnedah,Gunnedah,-30.9667,150.25,1,0.2071,0.3365,['Highest quality'],0.2265625,181.4296875,5.53125,0.008789063,0.0,5.6015625,0.66,1.123,,-1.97,10.40625,-2.028397271,-2.633813978,-3.02431278,-2.306953204,-2.491946055261676,-2.275595671266428,-2.281140183621801
515,515,515,515,515,515,515,2019,November,2019-11,Gunnedah,Gunnedah,-30.9667,150.25,1,0.1867,0.303,['Highest quality'],0.21875,218.5,19.6015625,0.0546875,0.03125,31.203125,1.07,0.958,,-4.42,38.90625,-0.51367545,-1.094439672,-1.565844116,-2.374572736,-1.5557193792602573,-2.1536970466163243,-2.1698764447261585
516,516,516,516,516,516,516,2019,December,2019-12,Gunnedah,Gunnedah,-30.9667,150.25,1,0.1893,0.2941,['Highest quality'],0.224609375,262.671875,13.9296875,0.026367188,0.0,0.8984375,0.73,0.312,,-1.78,37.703125,-3.102021776,-1.941042891,-2.138304124,-2.666976577,-2.704130146951465,-2.66930068120586,-2.6278522066212417
517,517,517,517,517,517,517,2020,January,2020-01,Gunnedah,Gunnedah,-30.9667,150.25,1,0.1904,0.2957,['Highest quality'],0.224609375,249.140625,20.0625,0.05078125,0.046875,45.203125,0.2,0.238,,0.57,77.3046875,0.054813302,-1.329729251,-1.689293276,-2.401350978,-2.309215232476032,-2.3626884097495298,-2.5469800652689947
518,518,518,518,518,518,518,2020,February,2020-02,Gunnedah,Gunnedah,-30.9667,150.25,1,0.6219,0.7507,['Highest quality'],0.209960938,165.4765625,70.1328125,0.345703125,0.28125,142.3984375,0.3,0.134,,-0.36,188.5,1.562344264,1.113229326,0.087339186,-0.937589154,-1.489013973749438,-1.1405556122071003,-2.0325620839777887
519,519,519,519,519,519,519,2021,April,2021-04,Gunnedah,Gunnedah,-30.9667,150.25,0,0.3759,0.6161,['Highest quality'],0.221679688,109.109375,67.265625,0.153320313,0.015625,16.0,-0.42,0.325,,0.87,223.8984375,-0.113292718,0.942683651,1.247059861,1.303897227,1.2435614979791834,0.9892025210979984,0.21064078929241914
520,520,520,520,520,520,520,2018,October,2018-10,Tamworth,Tamworth,-31.083,150.917,0,0.2961,0.4467,['Lower quality'],0.89453125,166.4453125,44.140625,0.120117188,0.0390625,53.8984375,0.24,0.844,,2.76,113.296875,0.337001862,0.140852254,-0.023854487,-1.28711667,-2.249538202868655,-2.22023154110781,-1.4765690791129822
521,521,521,521,521,521,521,2018,November,2018-11,Tamworth,Tamworth,-31.083,150.917,0,0.2572,0.3824,['Lower quality'],0.858398438,190.4921875,47.3828125,0.149414063,0.3046875,82.8984375,0.62,0.623,,2.84,168.6953125,0.21449371,0.216377231,0.126619665,-0.72012167,-1.5160178129275697,-1.6395323794694323,-1.0285516380155684
522,522,522,522,522,522,522,2018,December,2018-12,Tamworth,Tamworth,-31.083,150.917,0,0.3516,0.5015,['Highest quality'],0.8828125,232.5390625,83.46875,0.228515625,0.078125,57.1015625,-0.23,0.379,,1.44,193.8984375,-0.448405801,-0.322825085,-0.192515815,-0.536214058,-1.1862337791741426,-1.7845718427790551,-1.1851710602843408
523,523,523,523,523,523,523,2019,January,2019-01,Tamworth,Tamworth,-31.083,150.917,0,0.2306,0.3778,['Highest quality'],0.875976563,242.2734375,65.3828125,0.103515625,0.015625,38.296875,0.36,0.452,,2.79,178.296875,-0.524427903,-0.843405124,-0.769193972,-0.547258001,-1.2550235822085556,-1.8570556124443356,-1.5208965251311333
524,524,524,524,524,524,524,2019,August,2019-08,Tamworth,Tamworth,-31.083,150.917,1,0.3087,0.5064,['Lower quality'],0.821289063,89.9453125,17.828125,0.0859375,0.0,4.8984375,0.22,0.548,,-2.04,44.9921875,-1.866911778,-1.860135309,-1.842601165,-1.261321627,-1.859242969091056,-1.7465519194086154,-2.6680537282759773
525,525,525,525,525,525,525,2019,September,2019-09,Tamworth,Tamworth,-31.083,150.917,1,0.2436,0.3877,['Highest quality'],0.786132813,129.234375,16.4765625,0.033203125,0.0,2.796875,0.99,0.999,,0.81,25.9921875,-1.922105455,-2.795135706,-2.501516327,-2.071015789,-2.166508955841992,-1.92110360851184,-2.5060911181237198
526,526,526,526,526,526,526,2019,October,2019-10,Tamworth,Tamworth,-31.083,150.917,1,0.2077,0.3195,['Highest quality'],0.803710938,177.5078125,10.0546875,0.015625,0.0,8.203125,0.66,1.123,,-1.97,15.8984375,-2.146788732,-2.688787152,-2.95024171,-2.061964548,-2.5568578219231,-2.250517262150012,-2.77789685467414
527,527,527,527,527,527,527,2019,November,2019-11,Tamworth,Tamworth,-31.083,150.917,1,0.1948,0.3277,['Highest quality'],0.770507813,212.7109375,22.265625,0.061523438,0.03125,37.796875,1.07,0.958,,-4.42,48.796875,-0.746925609,-1.520124889,-1.932050471,-2.431442415,-1.969062255597647,-2.1834867263955604,-2.62625329500155
528,528,528,528,528,528,528,2019,December,2019-12,Tamworth,Tamworth,-31.083,150.917,1,0.1749,0.2721,['Highest quality'],0.7890625,249.0390625,25.6640625,0.043945313,0.0,7.203125,0.73,0.312,,-1.78,53.203125,-2.860648516,-2.576127513,-2.94847522,-3.241532563,-2.986798665945436,-2.8545106815919805,-3.138468268330317
529,529,529,529,529,529,529,2020,January,2020-01,Tamworth,Tamworth,-31.083,150.917,1,0.1959,0.2938,['Highest quality'],0.78125,237.046875,33.9921875,0.109375,0.171875,104.796875,0.2,0.238,,0.57,149.796875,0.856695026,-0.535809622,-1.243076623,-2.009758503,-1.96715334452132,-2.295025328364793,-2.7769607566366603
530,530,530,530,530,530,530,2020,February,2020-02,Tamworth,Tamworth,-31.083,150.917,1,0.6302,0.7386,['Highest quality'],0.755859375,157.8046875,61.25,0.612304688,0.9140625,190.0,0.3,0.134,,-0.36,302.0,1.557114543,1.605545683,0.787396457,-0.400660644,-0.993349102419251,-0.9097486607818814,-2.076274260142109
531,531,531,531,531,531,531,2020,March,2020-03,Tamworth,Tamworth,-31.083,150.917,1,0.5425,0.6934,['Highest quality'],0.89453125,136.34375,70.8828125,0.694335938,1.484375,69.296875,0.52,0.119,,2.05,364.09375,0.368984618,1.495301763,1.619660389,-0.029689357,-0.6659254314640758,-0.9103615243184224,-1.6810086462466332
532,532,532,532,532,532,532,2020,April,2020-04,Tamworth,Tamworth,-31.083,150.917,1,0.4965,0.6339,['Highest quality'],0.924804688,98.25,56.796875,0.65234375,16.296875,49.1015625,0.48,0.064,,-1.72,308.3984375,0.957406748,0.703555162,1.61873521,0.61817327,-0.293228485819628,-0.5639618015172759,-1.6609274702525818
533,533,533,533,533,533,533,2020,May,2020-05,Tamworth,Tamworth,-31.083,150.917,1,0.3925,0.6025,['Lower quality'],1.0,70.15625,40.5546875,0.577148438,0.109375,45.3984375,-0.42,0.378,,1.03,163.796875,0.94069322,1.131055342,0.858500784,1.062096476,0.0741447563566667,-0.5319782719789545,-1.491199780766192
534,534,534,534,534,534,534,2020,June,2020-06,Tamworth,Tamworth,-31.083,150.917,1,0.3348,0.5464,['Lower quality'],0.99609375,54.390625,33.046875,0.518554688,0.09375,34.703125,-0.02,0.568,,1.18,129.203125,-0.441679781,0.04506785,0.431460511,1.540363551,0.1457725814745553,-0.4892068700343261,-1.3102584140795681
535,535,535,535,535,535,535,2020,July,2020-07,Tamworth,Tamworth,-31.083,150.917,1,0.3017,0.4798,['Lower quality'],1.052734375,57.3984375,36.1640625,0.473632813,3.0859375,51.296875,-0.44,0.417,,-0.97,131.3984375,0.538252921,-0.097528285,0.215194065,1.478683673,0.544010933590083,-0.2355877798378647,-1.0313014994716363
536,536,536,536,536,536,536,2020,August,2020-08,Tamworth,Tamworth,-31.083,150.917,1,0.3054,0.5137,['Lower quality'],1.077148438,80.1328125,47.265625,0.5,5.7421875,35.296875,-1.28,-0.07,,-2.2,121.296875,0.177752994,0.36407426,-0.096658302,0.464560113,0.7568622463718022,-0.0491568987923466,-1.0446516585824333
537,537,537,537,537,537,537,2021,April,2021-04,Tamworth,Tamworth,-31.083,150.917,0,0.3923,0.5583,['Highest quality'],1.014648438,103.4453125,65.8828125,0.54296875,0.8828125,28.296875,-0.42,0.325,,0.87,314.296875,0.309041923,1.616059184,1.668500586,1.317920509,1.2846814437675016,1.1732486265284057,0.5334077229397453
538,538,538,538,538,538,538,2019,August,2019-08,Moree,Moree,-29.4635,149.8417,1,0.2051,0.3331,['Highest quality'],0.33203125,103.1875,6.4921875,0.016601563,0.0,0.296875,0.22,0.548,,-2.04,21.1953125,-2.976134141,-1.875107751,-1.833469659,-2.037241607,-2.945340405866224,-2.283743901321436,-2.061603252075164
539,539,539,539,539,539,539,2019,September,2019-09,Moree,Moree,-29.4635,149.8417,1,0.2111,0.3176,['Highest quality'],0.319335938,145.296875,1.71875,0.001953125,0.0,0.1015625,0.99,0.999,,0.81,9.296875,-2.202997932,-3.042428486,-2.130060523,-2.281408967,-3.07840482249254,-2.2900452779078595,-2.039303785844056
540,540,540,540,540,540,540,2019,October,2019-10,Moree,Moree,-29.4635,149.8417,1,0.2142,0.3166,['Highest quality'],0.329101563,197.84375,6.3671875,0.014648438,0.015625,9.5,0.66,1.123,,-1.97,9.8984375,-1.502507174,-2.091492825,-2.526711763,-2.323623312,-3.640794110941764,-2.8833009223697714,-2.5458366575266194
541,541,541,541,541,541,541,2019,November,2019-11,Moree,Moree,-29.4635,149.8417,1,0.2079,0.3193,['Highest quality'],0.31640625,228.6640625,14.765625,0.032226563,0.015625,23.8984375,1.07,0.958,,-4.42,33.5,-0.630582385,-1.176740393,-1.540767918,-2.146636725,-2.2570431750130147,-3.0634070731008296,-2.5891212487906388
542,542,542,542,542,542,542,2019,December,2019-12,Moree,Moree,-29.4635,149.8417,1,0.2152,0.3299,['Highest quality'],0.326171875,275.7890625,16.8125,0.040039063,0.0078125,5.8984375,0.73,0.312,,-1.78,39.296875,-2.174340491,-1.776050766,-2.01128215,-2.616437297,-2.755365935242503,-3.435208562961865,-2.8946043217066917
543,543,543,543,543,543,543,2021,April,2021-04,Moree,Moree,-29.4635,149.8417,0,0.2645,0.419,['Highest quality'],0.328125,117.109375,68.6953125,0.588867188,1.0546875,15.203125,-0.42,0.325,,0.87,306.40625,-0.172376232,1.998188708,1.915393589,1.087865214,1.1006929595681665,0.9118566763584456,0.23500515777885822
544,544,544,544,544,544,544,2019,August,2019-08,Uralla,Uralla,-30.633,151.483,1,0.213,0.3967,['Highest quality'],1.180664063,79.234375,9.3515625,0.012695313,0.1484375,7.3984375,0.22,0.548,,-2.04,34.4921875,-1.698497304,-2.249212073,-2.775334795,-2.279781667,-2.676578659147242,-2.21404242731684,-2.8247470177180616
545,545,545,545,545,545,545,2019,September,2019-09,Uralla,Uralla,-30.633,151.483,1,0.2075,0.3594,['Highest quality'],1.122070313,115.15625,6.765625,0.008789063,0.125,6.296875,0.99,0.999,,0.81,23.4921875,-1.486284983,-2.204572112,-2.558236418,-2.883309933,-3.2083490910707706,-2.5232417737242496,-2.7247127036663947
546,546,546,546,546,546,546,2019,October,2019-10,Uralla,Uralla,-30.633,151.483,1,0.2084,0.3572,['Highest quality'],1.140625,156.8984375,16.375,0.036132813,0.375,20.3984375,0.66,1.123,,-1.97,34.09375,-1.726900904,-2.057906401,-2.264765368,-2.668556655,-3.2271491319141483,-2.9152010223961025,-2.8163628779475287
547,547,547,547,547,547,547,2019,November,2019-11,Uralla,Uralla,-30.633,151.483,1,0.1943,0.3272,['Highest quality'],1.086914063,191.3046875,20.265625,0.038085938,0.375,24.6015625,1.07,0.958,,-4.42,51.296875,-1.357305984,-1.875479091,-2.048447955,-2.725943021,-2.718673640430024,-2.849925473265893,-2.4334251531783417
548,548,548,548,548,548,548,2019,December,2019-12,Uralla,Uralla,-30.633,151.483,1,0.204,0.3406,['Highest quality'],1.107421875,224.1015625,36.5546875,0.080078125,0.59375,34.8984375,0.73,0.312,,-1.78,79.8984375,-1.526432386,-2.372956327,-2.525987383,-2.842450795,-3.118546160268665,-3.3279196786071434,-2.8803223527353876
549,549,549,549,549,549,549,2021,April,2021-04,Uralla,Uralla,-30.633,151.483,0,0.3454,0.621,['Highest quality'],2.4140625,88.9921875,62.0546875,0.538085938,2.4765625,31.203125,-0.42,0.325,,0.87,295.90625,0.124280795,1.044015493,1.266795967,1.124517678,0.974554297964816,0.9882089581863348,0.264261113561143
550,550,550,550,550,550,550,2018,October,2018-10,Goondiwindi,Goondiwindi,-28.55,150.3167,0,0.3462,0.5266,['Highest quality'],0.422851563,183.84375,56.9140625,0.176757813,0.0625,96.1015625,0.24,0.844,,2.76,142.796875,1.437117877,0.807752756,0.841269529,-0.158783687,-0.4267312456831104,-1.024127506162894,-0.8233528487574012
551,551,551,551,551,551,551,2019,August,2019-08,Goondiwindi,Goondiwindi,-28.55,150.3167,1,0.2027,0.3384,['Highest quality'],0.409179688,102.796875,8.6796875,0.040039063,0.0,5.8984375,0.22,0.548,,-2.04,28.796875,-0.805855461,-1.838486134,-1.566073614,-0.630203814,-2.028885800231226,-1.3719181659668298,-1.5282292723250035
552,552,552,552,552,552,552,2019,September,2019-09,Goondiwindi,Goondiwindi,-28.55,150.3167,1,0.1879,0.2838,['Highest quality'],0.393554688,147.1015625,9.1328125,0.020507813,0.0,0.203125,0.99,0.999,,0.81,9.1015625,-1.44247297,-1.23401839,-1.821880345,-2.177371033,-2.1567523478365533,-1.477994387778847,-1.528090332225603
553,553,553,553,553,553,553,2019,October,2019-10,Goondiwindi,Goondiwindi,-28.55,150.3167,1,0.1926,0.2812,['Highest quality'],0.404296875,200.03125,9.9375,0.022460938,0.0078125,12.3984375,0.66,1.123,,-1.97,18.5,-1.044666918,-1.575651021,-1.626503765,-2.173148375,-2.0742480594843,-2.4063882757182418,-2.018349088471389
554,554,554,554,554,554,554,2019,November,2019-11,Goondiwindi,Goondiwindi,-28.55,150.3167,1,0.1821,0.2759,['Highest quality'],0.389648438,234.3984375,12.6171875,0.0234375,0.0078125,18.1015625,1.07,0.958,,-4.42,30.703125,-1.058815979,-1.561175364,-1.786258053,-2.111548497,-1.3631007471416765,-2.278940944316469,-2.0319308300674006
555,555,555,555,555,555,555,2019,December,2019-12,Goondiwindi,Goondiwindi,-28.55,150.3167,1,0.1647,0.2496,['Highest quality'],0.400390625,274.7890625,22.3984375,0.061523438,0.0078125,17.0,0.73,0.312,,-1.78,47.5,-1.823420627,-2.188472934,-2.333947718,-2.65452441,-2.8085772691107502,-2.794579270830809,-2.421378933954053
556,556,556,556,556,556,556,2020,January,2020-01,Goondiwindi,Goondiwindi,-28.55,150.3167,1,0.1958,0.2691,['Highest quality'],0.3984375,252.046875,27.546875,0.0703125,0.046875,53.6015625,0.2,0.238,,0.57,88.703125,0.020979163,-0.801712731,-1.416905028,-1.931088129,-2.1344183297571035,-2.080939656580375,-1.9953116365798726
