,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Year,Month,Year_Month,Geographic Location,Location_x,Latitude,Longitude,Drought / No Drought,MYD13A3_061__1_km_monthly_EVI,MYD13A3_061__1_km_monthly_NDVI,MYD13A3_061__1_km_monthly_VI_Quality_VI_Usefulness_Description,Deep_Drainage,PET_Actual,E_Actual,Soil_M_root_zone,Qtot,Rainfall,ENSO,IOD,IPO_TPI,SAMI,P_acc_3M,geom,address,postal_code_Country,postal_code,countyname,lganame,Location_y,CDI,comment,CDI_0,CDI_01,CDI_012,CDI_0123,CDI_01234
91431,802,802,802,2021,January,2021-01,Brogo,Brogo,-36.5454,149.8072,0,0.4237,0.7362,['Lower quality'],5.443359375,164.6328125,81.484375,0.435546875,4.4375,82.3984375,-1.87,0.116,,1.95,240.5,"-36.5454,149.8072","Warrigal Range Road, Brogo, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Brogo,5,parishname: Mumbulla and countyname: Auckland (same),0,0,0,0,0
91497,803,803,803,2021,February,2021-02,Brogo,Brogo,-36.5454,149.8072,0,0.4944,0.7782,['Highest quality'],4.87109375,125.046875,75.03125,0.494140625,5.6875,65.796875,-1.84,0.323,,2.19,229.1953125,"-36.5454,149.8072","Warrigal Range Road, Brogo, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Brogo,5,parishname: Mumbulla and countyname: Auckland (same),0,0,0,0,0
91563,804,804,804,2021,March,2021-03,Brogo,Brogo,-36.5454,149.8072,0,0.4353,0.7458,['Highest quality'],5.426757813,110.0625,68.984375,0.54296875,128.125,325.5,-0.55,0.367,,-0.95,473.6953125,"-36.5454,149.8072","Warrigal Range Road, Brogo, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Brogo,5,parishname: Mumbulla and countyname: Auckland (same),0,0,0,0,0
91629,805,805,805,2021,April,2021-04,Brogo,Brogo,-36.5454,149.8072,0,0.4554,0.7693,['Highest quality'],6.470703125,89.4609375,58.1640625,0.610351563,11.21875,9.296875,-0.42,0.325,,0.87,400.59375,"-36.5454,149.8072","Warrigal Range Road, Brogo, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Brogo,5,parishname: Mumbulla and countyname: Auckland (same),0,0,0,0,0
91691,806,806,806,2020,May,2020-05,Bermagui,Bermagui,-36.4167,150.0667,0,0.1067,0.3393,['Lower quality'],7.150390625,76.5625,27.921875,0.127929688,2.2265625,9.203125,-0.42,0.378,,1.03,153.3046875,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,0,,1,1,1,1,1
91711,807,807,807,2020,June,2020-06,Bermagui,Bermagui,-36.4167,150.0667,0,0.1511,0.456,['Decreasing quality (0010)'],6.184570313,57.234375,19.625,0.091796875,2.328125,12,-0.02,0.568,,1.18,77.8046875,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,0,,1,1,1,1,1
91731,808,808,808,2020,July,2020-07,Bermagui,Bermagui,-36.4167,150.0667,0,0.1998,0.4383,['Lower quality'],7.265625,57.9296875,33.890625,0.318359375,12.171875,286.1015625,-0.44,0.417,,-0.97,307.3046875,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,1,,0,1,1,1,1
91751,809,809,809,2020,August,2020-08,Bermagui,Bermagui,-36.4167,150.0667,0,0.0897,0.3097,['Lower quality'],27.453125,84.25,49.15625,0.53515625,6.96875,136,-1.28,-0.07,,-2.2,434.1015625,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,3,,0,0,0,1,1
91771,810,810,810,2020,September,2020-09,Bermagui,Bermagui,-36.4167,150.0667,0,0.0628,0.2596,['Highest quality'],34.57617188,117.0625,58.734375,0.21484375,4.75,12.1015625,-1.24,-0.084,,-0.25,434.203125,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,3,,0,0,0,1,1
91791,811,811,811,2020,October,2020-10,Bermagui,Bermagui,-36.4167,150.0667,0,0.1368,0.4535,['Highest quality'],31.2421875,135.0390625,72.6484375,0.248046875,10.3984375,169.3984375,-1.19,0.233,,1.79,317.5,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,5,,0,0,0,0,0
91811,812,812,812,2020,November,2020-11,Bermagui,Bermagui,-36.4167,150.0667,0,0.1755,0.4522,['Highest quality'],35.64160156,182.140625,100.0859375,0.342773438,11.265625,77.296875,-1.19,0.143,,1.14,258.796875,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,5,,0,0,0,0,0
91831,813,813,813,2020,December,2020-12,Bermagui,Bermagui,-36.4167,150.0667,0,0.1755,0.4522,['Highest quality'],33.66113281,167.5546875,83.578125,0.254882813,15.03125,121.8984375,-1.86,0.1,,2.28,368.59375,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,5,,0,0,0,0,0
91851,814,814,814,2021,January,2021-01,Bermagui,Bermagui,-36.4167,150.0667,0,0.1098,0.4168,['Lower quality'],34.38476563,179.2890625,97.7890625,0.270507813,15.3359375,109.796875,-1.87,0.116,,1.95,308.9921875,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,5,,0,0,0,0,0
91871,815,815,815,2021,February,2021-02,Bermagui,Bermagui,-36.4167,150.0667,0,0.1371,0.376,['Lower quality'],30.33398438,139.2421875,79.8125,0.279296875,15.1875,61.203125,-1.84,0.323,,2.19,292.8984375,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,5,,0,0,0,0,0
91891,816,816,816,2021,March,2021-03,Bermagui,Bermagui,-36.4167,150.0667,0,0.1558,0.4116,['Highest quality'],32.92285156,128.453125,76.0078125,0.34765625,50.3125,294.1015625,-0.55,0.367,,-0.95,465.1015625,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,5,,0,0,0,0,0
91911,817,817,817,2021,April,2021-04,Bermagui,Bermagui,-36.4167,150.0667,0,0.1113,0.3912,['Highest quality'],46.62890625,101.90625,65.3828125,0.319335938,11.578125,7,-0.42,0.325,,0.87,362.3046875,"-36.4167,150.0667","Keating Drive, Bermagui, Bega Valley Shire Council, New South Wales, 2546, Australia","2546, Australia",2546,DAMPIER,BEGA VALLEY,Bermagui,5,,0,0,0,0,0
91954,818,818,818,2020,May,2020-05,Bega,Bega,-36.6742,149.8429,0,0.3955,0.6151,['Lower quality'],1.983398438,65.2578125,22.96875,0.215820313,0.1015625,3.296875,-0.42,0.378,,1.03,95.203125,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,0,,1,1,1,1,1
92020,819,819,819,2020,June,2020-06,Bega,Bega,-36.6742,149.8429,0,0.3034,0.5032,['Lower quality'],1.860351563,46.3984375,16.40625,0.163085938,0.0390625,10.203125,-0.02,0.568,,1.18,56.703125,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,0,,1,1,1,1,1
92086,820,820,820,2020,July,2020-07,Bega,Bega,-36.6742,149.8429,0,0.2294,0.4131,['Lower quality'],2.065429688,52.25,29.625,0.463867188,52.53125,307.8984375,-0.44,0.417,,-0.97,321.3984375,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,1,,0,1,1,1,1
92152,821,821,821,2020,August,2020-08,Bega,Bega,-36.6742,149.8429,0,0.3083,0.5541,['Lower quality'],4.150390625,75.6484375,44.375,0.7734375,24.5,91,-1.28,-0.07,,-2.2,409.1015625,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,1,,0,1,1,1,1
92218,822,822,822,2020,September,2020-09,Bega,Bega,-36.6742,149.8429,0,0.3629,0.5804,['Highest quality'],5.69140625,103.515625,62.15625,0.482421875,0.859375,7.796875,-1.24,-0.084,,-0.25,406.6953125,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,1,,0,1,1,1,1
92284,823,823,823,2020,October,2020-10,Bega,Bega,-36.6742,149.8429,0,0.4335,0.6642,['Highest quality'],6.033203125,124.265625,81.703125,0.455078125,1.671875,177.703125,-1.19,0.233,,1.79,276.5,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,5,,0,0,0,0,0
92350,824,824,824,2020,November,2020-11,Bega,Bega,-36.6742,149.8429,0,0.4936,0.684,['Lower quality'],6.797851563,172.8515625,103.2890625,0.56640625,2,58.3984375,-1.19,0.143,,1.14,243.8984375,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,5,,0,0,0,0,0
92416,825,825,825,2020,December,2020-12,Bega,Bega,-36.6742,149.8429,0,0.4115,0.5851,['Decreasing quality (0010)'],6.934570313,158.6015625,77.4375,0.41796875,1.1015625,87.3984375,-1.86,0.1,,2.28,323.5,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,5,,0,0,0,0,0
92482,826,826,826,2021,January,2021-01,Bega,Bega,-36.6742,149.8429,0,0.4073,0.6391,['Lower quality'],6.887695313,170.171875,90.78125,0.416015625,0.9609375,82.5,-1.87,0.116,,1.95,228.296875,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,5,,0,0,0,0,0
92548,827,827,827,2021,February,2021-02,Bega,Bega,-36.6742,149.8429,0,0.4263,0.6378,['Highest quality'],6.041015625,130.6796875,79.3125,0.44140625,1.078125,53.1015625,-1.84,0.323,,2.19,223,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,5,,0,0,0,0,0
92614,828,828,828,2021,March,2021-03,Bega,Bega,-36.6742,149.8429,0,0.3747,0.6029,['Highest quality'],6.547851563,115.5078125,70.46875,0.4921875,54.9453125,254.8984375,-0.55,0.367,,-0.95,390.5,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,5,,0,0,0,0,0
92680,829,829,829,2021,April,2021-04,Bega,Bega,-36.6742,149.8429,0,0.3273,0.5876,['Highest quality'],8.104492188,93.015625,64.5390625,0.579101563,4.796875,8.6015625,-0.42,0.325,,0.87,316.6015625,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,5,,0,0,0,0,0
93116,842,842,842,2020,May,2020-05,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3852,0.6463,['Highest quality'],2.436523438,87.890625,29.2421875,0.369140625,0.6484375,20.5,-0.42,0.378,,1.03,94.1015625,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,1,,0,1,1,1,1
93199,843,843,843,2020,June,2020-06,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3852,0.6423,['Highest quality'],2.348632813,69.8828125,27.5,0.404296875,0.953125,59.5,-0.02,0.568,,1.18,94.1015625,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,1,,0,1,1,1,1
93282,844,844,844,2020,July,2020-07,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3503,0.6254,['Highest quality'],2.4609375,75.5390625,34.375,0.411132813,1.0625,44.796875,-0.44,0.417,,-0.97,124.796875,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,1,,0,1,1,1,1
93365,845,845,845,2020,August,2020-08,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3782,0.6066,['Highest quality'],2.486328125,105.609375,38.2890625,0.409179688,1.09375,25.3984375,-1.28,-0.07,,-2.2,129.6953125,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,1,,0,1,1,1,1
93448,846,846,846,2020,September,2020-09,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4197,0.6167,['Lower quality'],2.37109375,131.7890625,36.84375,0.357421875,0.875,23.1015625,-1.24,-0.084,,-0.25,93.296875,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,1,,0,1,1,1,1
93531,847,847,847,2020,October,2020-10,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3871,0.6091,['Lower quality'],2.318359375,172.84375,47.3515625,0.322265625,0.8125,55.703125,-1.19,0.233,,1.79,104.203125,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,1,,0,1,1,1,1
93614,848,848,848,2020,November,2020-11,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3869,0.563,['Highest quality'],2.091796875,209.2890625,65.53125,0.3203125,0.6171875,8,-1.19,0.143,,1.14,86.8046875,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,1,,0,1,1,1,1
93697,849,849,849,2020,December,2020-12,Bonalbo,Bonalbo,-28.7372,152.622,0,0.427,0.604,['Highest quality'],2.10546875,183.6640625,79.5234375,0.598632813,56.609375,281.8984375,-1.86,0.1,,2.28,345.6015625,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,5,,0,0,0,0,0
93780,850,850,850,2021,January,2021-01,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4733,0.7288,['Highest quality'],2.572265625,187.1875,104.953125,0.793945313,36.6875,133.6015625,-1.87,0.116,,1.95,423.5,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,5,,0,0,0,0,0
93863,851,851,851,2021,February,2021-02,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4931,0.7154,['Highest quality'],2.53515625,151.671875,91.859375,0.647460938,10.375,116.796875,-1.84,0.323,,2.19,532.296875,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,3,,0,0,0,1,1
93946,852,852,852,2021,March,2021-03,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4962,0.7441,['Highest quality'],3.053710938,129.28125,88.7890625,0.776367188,113.6484375,256.8984375,-0.55,0.367,,-0.95,507.296875,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,3,,0,0,0,1,1
94029,853,853,853,2021,April,2021-04,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4091,0.6994,['Highest quality'],3.533203125,99.9375,66.8125,0.786132813,58.71875,121.1015625,-0.42,0.325,,0.87,494.796875,"-28.7372,152.622","Dog N Bull Hotel Motel, Koreelah Street, Bonalbo, Kyogle Council, New South Wales, 2469, Australia","2469, Australia",2469,BULLER,KYOGLE,Bonalbo,5,,0,0,0,0,0
94096,854,854,854,2020,March,2020-03,Scone,Scone,-32.0833,150.85,0,0.5741,0.7716,['Highest quality'],0.764648438,116.6015625,71.3828125,0.396484375,0.0625,58,0.52,0.119,,2.05,285.296875,"-32.0833,150.85","Scone, Upper Hunter Shire Council, New South Wales, 2337, Australia","2337, Australia",2337,BRISBANE,UPPER HUNTER,Scone,1,,0,1,1,1,1
94155,855,855,855,2020,November,2020-11,Scone,Scone,-32.0833,150.85,0,0.2896,0.5311,['Highest quality'],0.889648438,197.453125,97.828125,0.474609375,0.1171875,23.203125,-1.19,0.143,,1.14,163.703125,"-32.0833,150.85","Scone, Upper Hunter Shire Council, New South Wales, 2337, Australia","2337, Australia",2337,BRISBANE,UPPER HUNTER,Scone,5,,0,0,0,0,0
94214,856,856,856,2020,December,2020-12,Scone,Scone,-32.0833,150.85,0,0.3501,0.567,['Lower quality'],0.872070313,177.1953125,74.5078125,0.426757813,0.765625,130.3984375,-1.86,0.1,,2.28,265.1015625,"-32.0833,150.85","Scone, Upper Hunter Shire Council, New South Wales, 2337, Australia","2337, Australia",2337,BRISBANE,UPPER HUNTER,Scone,5,,0,0,0,0,0
94273,857,857,857,2021,January,2021-01,Scone,Scone,-32.0833,150.85,0,0.4422,0.6256,['Highest quality'],0.892578125,188.1953125,112.90625,0.508789063,22.8046875,79.6015625,-1.87,0.116,,1.95,233.203125,"-32.0833,150.85","Scone, Upper Hunter Shire Council, New South Wales, 2337, Australia","2337, Australia",2337,BRISBANE,UPPER HUNTER,Scone,5,,0,0,0,0,0
94332,858,858,858,2021,February,2021-02,Scone,Scone,-32.0833,150.85,0,0.3621,0.601,['Highest quality'],0.787109375,143.5078125,82.3984375,0.430664063,0.2421875,92.796875,-1.84,0.323,,2.19,302.796875,"-32.0833,150.85","Scone, Upper Hunter Shire Council, New South Wales, 2337, Australia","2337, Australia",2337,BRISBANE,UPPER HUNTER,Scone,5,,0,0,0,0,0
94391,859,859,859,2021,March,2021-03,Scone,Scone,-32.0833,150.85,0,0.4151,0.6426,['Highest quality'],0.873046875,130.6875,74.796875,0.506835938,22.515625,149.703125,-0.55,0.367,,-0.95,322.1015625,"-32.0833,150.85","Scone, Upper Hunter Shire Council, New South Wales, 2337, Australia","2337, Australia",2337,BRISBANE,UPPER HUNTER,Scone,5,,0,0,0,0,0
94450,860,860,860,2021,April,2021-04,Scone,Scone,-32.0833,150.85,0,0.415,0.6213,['Highest quality'],0.893554688,101.2109375,71.2890625,0.4609375,0.734375,15.6015625,-0.42,0.325,,0.87,258.1015625,"-32.0833,150.85","Scone, Upper Hunter Shire Council, New South Wales, 2337, Australia","2337, Australia",2337,BRISBANE,UPPER HUNTER,Scone,5,,0,0,0,0,0
94504,861,861,861,2020,March,2020-03,Murrurundi,Murrurundi,-31.75,150.8333,0,0.3945,0.7029,['Highest quality'],1.49609375,114.421875,67.265625,0.498046875,1.21875,76.1015625,0.52,0.119,,2.05,331.40625,"-31.75,150.8333","Stuarts Rocks, Murrurundi, Upper Hunter Shire Council, New South Wales, 2338, Australia","2338, Australia",2338,BRISBANE,UPPER HUNTER,Murrurundi,1,,0,1,1,1,1
94526,862,862,862,2020,November,2020-11,Murrurundi,Murrurundi,-31.75,150.8333,0,0.4395,0.7263,['Highest quality'],2.942382813,191.671875,101.1640625,0.563476563,5.453125,41.6015625,-1.19,0.143,,1.14,238.5,"-31.75,150.8333","Stuarts Rocks, Murrurundi, Upper Hunter Shire Council, New South Wales, 2338, Australia","2338, Australia",2338,BRISBANE,UPPER HUNTER,Murrurundi,5,,0,0,0,0,0
94548,863,863,863,2020,December,2020-12,Murrurundi,Murrurundi,-31.75,150.8333,0,0.3989,0.6832,['Decreasing quality (0010)'],3.057617188,169.1484375,73.859375,0.4921875,17.859375,145.1015625,-1.86,0.1,,2.28,342,"-31.75,150.8333","Stuarts Rocks, Murrurundi, Upper Hunter Shire Council, New South Wales, 2338, Australia","2338, Australia",2338,BRISBANE,UPPER HUNTER,Murrurundi,5,,0,0,0,0,0
94570,864,864,864,2021,January,2021-01,Murrurundi,Murrurundi,-31.75,150.8333,0,0.4289,0.6948,['Highest quality'],3.297851563,180.6640625,99.5,0.53515625,18.625,65.703125,-1.87,0.116,,1.95,252.40625,"-31.75,150.8333","Stuarts Rocks, Murrurundi, Upper Hunter Shire Council, New South Wales, 2338, Australia","2338, Australia",2338,BRISBANE,UPPER HUNTER,Murrurundi,5,,0,0,0,0,0
94592,865,865,865,2021,February,2021-02,Murrurundi,Murrurundi,-31.75,150.8333,0,0.4017,0.7247,['Highest quality'],2.920898438,139.5,64.890625,0.408203125,1.9609375,74.203125,-1.84,0.323,,2.19,285.0078125,"-31.75,150.8333","Stuarts Rocks, Murrurundi, Upper Hunter Shire Council, New South Wales, 2338, Australia","2338, Australia",2338,BRISBANE,UPPER HUNTER,Murrurundi,5,,0,0,0,0,0
94614,866,866,866,2021,March,2021-03,Murrurundi,Murrurundi,-31.75,150.8333,0,0.3963,0.7153,['Lower quality'],3.275390625,125.28125,65,0.548828125,35.1640625,175,-0.55,0.367,,-0.95,314.90625,"-31.75,150.8333","Stuarts Rocks, Murrurundi, Upper Hunter Shire Council, New South Wales, 2338, Australia","2338, Australia",2338,BRISBANE,UPPER HUNTER,Murrurundi,5,,0,0,0,0,0
94636,867,867,867,2021,April,2021-04,Murrurundi,Murrurundi,-31.75,150.8333,0,0.367,0.6907,['Highest quality'],3.524414063,98.34375,62.609375,0.545898438,3.1484375,31.296875,-0.42,0.325,,0.87,280.5,"-31.75,150.8333","Stuarts Rocks, Murrurundi, Upper Hunter Shire Council, New South Wales, 2338, Australia","2338, Australia",2338,BRISBANE,UPPER HUNTER,Murrurundi,5,,0,0,0,0,0
95779,903,903,903,2020,June,2020-06,Tamworth,Tamworth,-31.083,150.917,1,0.3348,0.5464,['Lower quality'],0.99609375,54.390625,33.046875,0.518554688,0.09375,34.703125,-0.02,0.568,,1.18,129.203125,"-31.083,150.917","Jewry Street, Taminda, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia","2340, Australia",2340,INGLIS,TAMWORTH REGIONAL,Tamworth,2,Border close: Parishname: calala and countyname: parry,0,0,1,1,1
95850,904,904,904,2020,May,2020-05,Tamworth,Tamworth,-31.083,150.917,1,0.3925,0.6025,['Lower quality'],1,70.15625,40.5546875,0.577148438,0.109375,45.3984375,-0.42,0.378,,1.03,163.796875,"-31.083,150.917","Jewry Street, Taminda, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia","2340, Australia",2340,INGLIS,TAMWORTH REGIONAL,Tamworth,2,Border close: Parishname: calala and countyname: parry,0,0,1,1,1
95885,905,906,906,2020,June,2020-06,Nyngan,Nyngan,-31.563,147.1962,1,0.2211,0.3815,['Lower quality'],0.852539063,56.1796875,35.1796875,0.21484375,0.0390625,23,-0.02,0.568,,1.18,135.1953125,"-31.563,147.1962","Nyngan Chemist, Pangee Street, Nyngan, Bogan Shire Council, New South Wales, 2825, Australia","2825, Australia",2825,OXLEY,BOGAN,Nyngan,5,,0,0,0,0,0
96008,906,908,908,2020,April,2020-04,Nyngan,Nyngan,-31.563,147.1962,1,0.2583,0.4258,['Highest quality'],0.836914063,100.1484375,63.921875,0.4375,0.8046875,100.8984375,0.48,0.064,,-1.72,275.8984375,"-31.563,147.1962","Nyngan Chemist, Pangee Street, Nyngan, Bogan Shire Council, New South Wales, 2825, Australia","2825, Australia",2825,OXLEY,BOGAN,Nyngan,3,,0,0,0,1,1
96204,908,910,910,2020,April,2020-04,Bega,Bega,-36.6742,149.8429,0,0.3908,0.6135,['Highest quality'],1.935546875,82.3671875,39.953125,0.287109375,0.265625,43.203125,0.48,0.064,,-1.72,261.609375,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,0,,1,1,1,1,1
96477,912,915,915,2020,March,2020-03,Bega,Bega,-36.6742,149.8429,0,0.3697,0.5894,['Highest quality'],1.950195313,123.2421875,63.3828125,0.391601563,0.6796875,48.703125,0.52,0.119,,2.05,253.8046875,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia","2550, Australia",2550,AUCKLAND,BEGA VALLEY,Bega,0,,1,1,1,1,1
27749,258,258,258,2018,October,2018-10,Blayney,Blayney,-33.5333,149.25,0,0.4848,0.7158,['Highest quality'],2.02734375,136.625,56.515625,0.184570313,0.8984375,40.3984375,0.24,0.844,,2.76,137,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia","2799, Australia",2799,,ERROL,Blayney,1,,0,1,1,1,1
27773,259,259,259,2018,November,2018-11,Blayney,Blayney,-33.5333,149.25,0,0.3904,0.6204,['Lower quality'],1.92578125,152.3984375,64.5625,0.17578125,1.546875,108.703125,0.62,0.623,,2.84,198.5,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia","2799, Australia",2799,,ERROL,Blayney,1,,0,1,1,1,1
27797,260,260,260,2018,December,2018-12,Blayney,Blayney,-33.5333,149.25,0,0.3818,0.5935,['Highest quality'],1.969726563,203.84375,115.84375,0.2265625,1.453125,66.3984375,-0.23,0.379,,1.44,215.5,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia","2799, Australia",2799,,ERROL,Blayney,1,,0,1,1,1,1
27821,261,261,261,2019,January,2019-01,Blayney,Blayney,-33.5333,149.25,0,0.3617,0.5742,['Highest quality'],1.94140625,217.9296875,93.46875,0.125976563,1.2265625,89.203125,0.36,0.452,,2.79,264.3046875,"-33.5333,149.25","Mount Street, Blayney, Blayney Shire Council, New South Wales, 2799, Australia","2799, Australia",2799,,ERROL,Blayney,1,,0,1,1,1,1
